,business_id,name,address,state,city,stars,postal_code,latitude,longitude,review_count,attributes,categories,hours,RestaurantsReservations,RestaurantsGoodForGroups,RestaurantsAttire,BusinessAcceptsCreditCards,WiFi,HasTV,RestaurantsTakeOut,Ambience,GoodForKids,GoodForMeal,NoiseLevel,RestaurantsPriceRange2,Alcohol,DogsAllowed,HappyHour,RestaurantsDelivery,WheelchairAccessible,OutdoorSeating,RestaurantsTableService,BusinessParking,BikeParking,BusinessAcceptsBitcoin,Caters,Smoking,CoatCheck,Music,GoodForDancing,BestNights,BYOBCorkage,BYOB,Corkage,DriveThru,ByAppointmentOnly,AgesAllowed,valet,garage,street,lot,validated
93674,zb-1vXW1WXvXe6fWZb-8gA,Mandarin Court,660 Woodbury Glassboro Rd,NJ,Sewell,3.0,08080,39.7635167198,-75.135309,63,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Chinese, Restaurants, Japanese, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",True,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'quiet',2,u'none',,,True,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
93724,DN-_YyjHroilqRMrMLwewA,Rotary Sushi,10506 W Fairview Ave,ID,Boise,3.5,83704,43.620081782,-116.3131305948,133,"{'RestaurantsReservations': 'False', 'HappyHour': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""'free'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}""}","Japanese, Restaurants, Sushi Bars","{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-19:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:30'}",False,True,'casual',True,'free',True,True,"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,u'beer_and_wine',,True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,,,,,,,False,,,False,,False,False,False,True,False
93853,1D4AcM-qsTMmRMUkfiCwmg,Yoshi Japanese Restaurant,"1995 Brentwood Boulevard, Unit D",AB,Sherwood Park,4.0,T8A 0C9,53.5237766,-113.2955282,33,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}""}","Restaurants, Sushi Bars, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",True,True,'casual',True,u'free',True,True,"{u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',2,u'full_bar',,,True,,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,,True,,,,,,,,,,,,False,False,True,True,False
93938,lJsyuMGNGv_0oICcoZ54ZA,Ichi Japanese Sushi,300 E Greentree Rd,NJ,Marlton,4.5,08053,39.9161366,-74.9219552,7,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False'}","Specialty Food, Food, Japanese, Restaurants, Seafood Markets",,,,,True,,,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,
93977,VJlR5mFR86Tap9S2qEMFoQ,Aloha Lei,801 Magazine St,LA,New Orleans,4.5,70130,29.9451704,-90.0696037,29,"{'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'False', 'HappyHour': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'DogsAllowed': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Hawaiian, Japanese, Sushi Bars, Food, Poke","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",False,True,,True,u'free',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,2,u'full_bar',True,True,False,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,True,,,,,,,,,,,,False,False,True,False,False
94009,pDpTQ45zmsItjdxX17xxgQ,Kona Grill - Carmel,"14395 Clay Terrace Dr, Ste 180",IN,Carmel,4.0,46032,39.996821,-86.129208,437,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'Corkage': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'BYOB': 'False', 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': True, 'casual': None}"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BestNights': ""{u'monday': True, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': True}"", 'RestaurantsTableService': 'True'}","Cocktail Bars, Nightlife, Sushi Bars, Japanese, Bars, Beer, Wine & Spirits, American (New), Italian, Asian Fusion, Food, Restaurants, Specialty Food, Ethnic Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}",True,True,u'casual',True,u'free',True,True,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': True, 'casual': None}",True,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",u'average',2,u'full_bar',False,True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,u'no',False,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,"{u'monday': True, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': True}",'yes_free',False,False,,,,False,False,True,False,False
94040,TohHdYYTPhrYYXNfVLzQ-A,Thai Prime Kitchen & Bar,4142 W Boy Scout Blvd,FL,Tampa,4.0,33607,27.9646925796,-82.5123414309,396,"{'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'Caters': 'False', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'None'}","Sushi Bars, Nightlife, Seafood, Thai, Restaurants, Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,u'casual',True,u'free',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}",True,"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',2,u'full_bar',True,True,True,True,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,,False,u'no',False,{'dj': False},False,"{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,,,True,True,False,True,False
94059,SMuEpNYXwYYyjS1FTYeQhg,Thai Samurai,3150 Little Rd,FL,New Port Richey,4.0,34655,28.204617,-82.663373,178,"{'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}""}","Asian Fusion, Restaurants, Thai, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,u'casual',True,u'no',True,True,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}",True,"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,'beer_and_wine',False,,False,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
94147,SFN5g5eexukcaZkzoiYQYg,Kounter Kulture,3825 Watson Rd,MO,St. Louis,5.0,63109,38.5951242,-90.3014324,329,"{'RestaurantsReservations': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'None', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'Caters': 'True', 'BYOB': 'False'}","Korean, Asian Fusion, Salad, Japanese, Soup, Restaurants",{'Monday': '0:0-0:0'},False,False,'casual',True,u'free',False,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,'none',,False,,False,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,False,False,,,,False,False,True,True,False
94195,ZhY-X2J-S4DLqedHdNFAMQ,Nagasaki Sushi & Ramen Noodle,113 W Market St,PA,West Chester,3.5,19382,39.9590805,-75.6062869,35,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'quiet'""}","Sushi Bars, Soup, Japanese, Ramen, Tex-Mex, Restaurants","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '12:0-21:0'}",True,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,u'none',,,True,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,,,False,False,False,False,False
94336,Aosk6oh0HQpk8GmzLYJCqw,Santa Cruz Sushi At Legends,"1330 Scheels Dr, Ste 174",NV,Sparks,3.0,89431,39.5321785,-119.7203598,10,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None', 'BusinessAcceptsCreditCards': 'True'}","Sushi Bars, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",,,,True,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
94417,_eF0R1C8qn4tsqM5h5uyig,Naruto Sushi,3101 Rte 42,NJ,Sicklerville,4.5,08081,39.72469,-75.029295,140,"{'HasTV': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Japanese","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '13:0-21:30'}",True,True,'casual',True,u'no',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',2,'none',,,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,,True,,,,,,,,,,,,False,False,False,True,False
